Post Id,Scrape Date,Item nr,Main category,Subcategory,Post title,Post date,Vendor,New Post,Post status,Title bold,Vendor nr,Views,Sales,Quantity left,Autodispatch,Price USD,Price BTC,Pay methods 
136,Aug 05 2019,26598,Fraud,Other,&quotREAL&quot FAKE ID&aposs DL CC PHOTOS FOR VERIFICATION,Post date,SATAII,New Post,2,2,398,125,0,Unlimited,2,50.00,0.004748,btc  
137,Aug 05 2019,27622,Fraud,Other,RDP Remote Desktop access (USA and EU),Post date,SATAII,New Post,2,2,398,100,0,Unlimited,2,50.00,0.004748,btc  
138,Aug 05 2019,56413,Fraud,Other,YOUR OWN MARKETPLACE SCRIPT,Post date,drhack3r,New Post,2,2,1902,92,0,Unlimited,2,1499.00,0.142339,btc ltc xmr  
139,Aug 05 2019,63308,Fraud,Other,Basic Phishing Tutorial [FRESH 2019],Post date,krumix,New Post,2,2,6,78,0,Unlimited,2,2.00,0.000190,btc ltc xmr  
140,Aug 05 2019,63317,Fraud,Other,[NEW METHOD] GOOGLE PLAY TRANSFER (WITHDRAW MONEY DIRECTLY IN YOUR DEBIT CARD),Post date,krumix,New Post,2,2,6,99,0,Unlimited,2,150.00,0.014243,btc ltc xmr  
141,Aug 05 2019,63825,Fraud,Other,RELOAD API PLATFORM ACCOUNT,Post date,makekota,New Post,2,2,111,57,0,Unlimited,2,300.00,0.028487,btc ltc xmr  
142,Aug 05 2019,64754,Fraud,Other,ONE WEEK FREE TRIAL! ENTER IN MY PREMIUM GROUP WORTH 30$ FOR FREE!!,Post date,crispydecathlon,New Post,2,2,61,123,0,Unlimited,2,0.01,0.000001,btc ltc xmr  
143,Aug 05 2019,30787,Fraud,Other,&#x2605Cash Out ANY Bank Account &amp Make A Killing,Post date,wealthly,New Post,2,2,880,132,0,Unlimited,1,8.00,0.000760,btc ltc xmr  
144,Aug 05 2019,31032,Fraud,Other,2019 ANTIDETECT 7.3 + FRAUDFOX VM +4000Configs,Post date,breadsdrugged,New Post,2,2,295,54,0,Unlimited,1,6.30,0.000598,btc xmr  
145,Aug 05 2019,64960,Fraud,Other,Petro-Canada ($$$) *HQ*,Post date,xiao_baobei,New Post,2,2,792,137,0,Unlimited,2,10.00,0.000950,btc  
146,Aug 05 2019,64964,Fraud,Other,Sky Zone Trampoline Park (eGift+PIN) *HQ*,Post date,xiao_baobei,New Post,2,2,792,101,0,Unlimited,2,5.00,0.000475,btc  
147,Aug 05 2019,65139,Fraud,Other,CREDIT CARD RELOAD YOU GET 60% FOR YOU,Post date,makekota,New Post,2,2,111,137,0,Unlimited,2,189.15,0.017961,btc ltc xmr  
148,Aug 05 2019,31355,Fraud,Other,5 CARDING VIDEOS TO BECOME CARDER + OPSEC + 5 LIVE,Post date,sixandeight,New Post,2,2,2182,49,0,Unlimited,1,9.00,0.000855,btc  
149,Aug 05 2019,66878,Fraud,Other,Custom Order for eric4329 part 1,Post date,drhack3r,New Post,2,2,1902,197,0,1,2,50000.00,4.747797,btc  
150,Aug 05 2019,66943,Fraud,Other,How I made $200 a day at the age of 14! [No Investment Needed],Post date,clawslofty,New Post,2,2,1,45,0,Unlimited,1,47.00,0.004463,btc ltc xmr  
151,Aug 05 2019,48787,Fraud,Other,BUSINESS FOR SALE!!!,Post date,TheLittleGuys,New Post,2,2,90,213,0,1,2,1000.00,0.094956,btc ltc xmr  
152,Aug 05 2019,73624,Fraud,Other,x1 Nectar Account &#xA310+ Balance - CERTIFIED &#x2714,Post date,drhack3r,New Post,2,2,1902,60,0,Unlimited,2,9.99,0.000949,btc ltc xmr  
153,Aug 05 2019,73675,Fraud,Other,BET365 + NETELLER VERIFIED ACCOUNTS + ID,Post date,CardPass,New Post,2,2,413,63,0,Unlimited,2,166.46,0.015806,btc ltc xmr  
154,Aug 05 2019,74683,Fraud,Other,= VHQ UK Bank + Litebit BTC Bitcoin Exchanger=,Post date,drhack3r,New Post,2,2,1902,242,0,Unlimited,2,49.99,0.004747,btc ltc xmr  
155,Aug 05 2019,74689,Fraud,Other,SELFIE UK PASSPORT SCAN AND UTILITY BILL,Post date,drhack3r,New Post,2,2,1902,60,0,Unlimited,2,99.00,0.009401,btc ltc xmr  
156,Aug 05 2019,74880,Fraud,Other,Custom Hotel Booking,Post date,livinglush,New Post,2,2,4,70,0,1,2,350.00,0.033235,btc ltc xmr  
157,Aug 05 2019,44035,Fraud,Other,HOW TO MAKE MONEY USING DEEPWEB 2019 [instant delivery],Post date,drhack3r,New Post,2,2,1902,77,0,Unlimited,1,19.99,0.001898,btc ltc xmr  
158,Aug 05 2019,49686,Fraud,Other,Modern 2019 Ultimate Dump Cashout Guide,Post date,albertnikon11,New Post,2,2,149,86,0,Unlimited,1,55.00,0.005223,btc ltc xmr  
159,Aug 05 2019,77525,Fraud,Other,21 Lessons Learned From Sending Over 110000 Emails,Post date,jimmy2018,New Post,2,2,25,43,0,Unlimited,1,1.10,0.000104,btc ltc xmr  
160,Aug 05 2019,47390,Fraud,Other,Australia Editable Centrelink Income Template,Post date,auspride,New Post,2,2,492,79,0,90,2,13.59,0.001290,btc xmr  
161,Aug 05 2019,77598,Fraud,Other,Become a STEALTH NINJA dont get caught carding,Post date,CashMillionaire,New Post,2,2,40,42,0,Unlimited,1,0.99,0.000094,btc ltc xmr  
162,Aug 05 2019,77622,Fraud,Other,$4921+ Cashout for PRO CARDERS CARDING No NOOBS,Post date,CashMillionaire,New Post,2,2,40,43,0,Unlimited,1,0.99,0.000094,btc ltc xmr  
163,Aug 05 2019,49687,Fraud,Other,Perscription Fraud Guide [MAKE $20K EVERY MONTH],Post date,albertnikon11,New Post,2,2,149,167,0,Unlimited,1,75.00,0.007122,btc ltc xmr  
164,Aug 05 2019,79649,Fraud,Other,Custom Flight Booking,Post date,livinglush,New Post,2,2,4,75,0,Unlimited,2,382.00,0.036273,btc ltc xmr  
165,Aug 05 2019,80262,Fraud,Other,SQLi Dumper 9.8.2 + 9.2.1 (Most Recent SQLi Dumper Suite),Post date,MediumDragon,New Post,2,2,7,31,0,Unlimited,1,6.99,0.000664,btc ltc xmr  
166,Aug 05 2019,82933,Fraud,Other,$500 Southwest Gift Card,Post date,OnlyAlphaKing,New Post,2,2,250,32,0,Unlimited,2,260.00,0.024689,btc ltc xmr  
167,Aug 05 2019,82934,Fraud,Other,$250 Southwest Gift Card,Post date,OnlyAlphaKing,New Post,2,2,250,21,0,Unlimited,2,135.00,0.012819,btc ltc xmr  
168,Aug 05 2019,49702,Fraud,Other,Healthcare Fraud Package - Doctor Fullz,Post date,albertnikon11,New Post,2,2,149,131,0,4,1,500.00,0.047478,btc ltc xmr  
169,Aug 05 2019,54411,Fraud,Other,FOR SURE  BANK LOGINS AND ACCOUNTS! ALL MAJOR BANKS AVAILABLE!,Post date,sixandeight,New Post,2,2,2182,142,0,Unlimited,2,9.55,0.000907,btc  
170,Aug 05 2019,82935,Fraud,Other,$300 Southwest Gift Card,Post date,OnlyAlphaKing,New Post,2,2,250,20,0,Unlimited,2,160.00,0.015193,btc ltc xmr  
171,Aug 05 2019,82936,Fraud,Other,$400 Southwest Gift Card,Post date,OnlyAlphaKing,New Post,2,2,250,25,0,Unlimited,2,209.00,0.019846,btc ltc xmr  
172,Aug 05 2019,82938,Fraud,Other,$200 Punch Bowl Social Gift Card,Post date,OnlyAlphaKing,New Post,2,2,250,25,0,Unlimited,2,90.00,0.008546,btc ltc xmr  
173,Aug 05 2019,82939,Fraud,Other,$100 elitefts.com eGift,Post date,OnlyAlphaKing,New Post,2,2,250,25,0,Unlimited,2,43.00,0.004083,btc ltc xmr  
174,Aug 05 2019,82940,Fraud,Other,$200 milkandhoneyspa  egift,Post date,OnlyAlphaKing,New Post,2,2,250,28,0,Unlimited,2,85.00,0.008071,btc ltc xmr  
175,Aug 05 2019,85484,Fraud,Other,ZT Custom Flight Booking,Post date,livinglush,New Post,2,2,4,26,0,Unlimited,2,1245.00,0.118220,btc ltc xmr  
176,Aug 05 2019,63087,Fraud,Other,CURRENT US FULLZ WITH BG CR REPORT HEIGHT PROPERTY RELATIVES CAR MORTGAGES  700-850 SCORE,Post date,sixandeight,New Post,2,2,2182,63,0,Unlimited,2,43.00,0.004083,btc  
177,Aug 05 2019,85668,Fraud,Other,8 WAYS TO SETUP A DROP POINT TO RECEIVE YOUR DIRTY PACKAGES &#xA7 2019 &#xA7,Post date,ICON,New Post,2,2,1,30,0,Unlimited,1,29.99,0.002848,btc ltc xmr  
178,Aug 05 2019,85692,Fraud,Other,Recommend purchasing waiting for you here a surprise !!,Post date,ICON,New Post,2,2,1,7,0,Unlimited,1,4.99,0.000474,btc ltc xmr  
179,Aug 05 2019,86206,Fraud,Other,Ride with UBER for free with this METHOD [WORKING],Post date,clawslofty,New Post,2,2,1,10,0,Unlimited,1,0.99,0.000094,btc ltc xmr  
180,Aug 05 2019,87227,Fraud,Other,CC TO BITCOINS MULTIPLE METHODS + LINKS FOR BITCOINS SITES 2019 METHODS,Post date,kingkamari,New Post,2,2,2,3,0,Unlimited,1,3.00,0.000285,btc ltc xmr  
181,Aug 05 2019,66944,Fraud,Other,Free runEscape membership lifetime,Post date,clawslofty,New Post,2,2,1,47,0,Unlimited,1,0.99,0.000094,btc ltc xmr  
182,Aug 05 2019,66945,Fraud,Other,Legit way to make 100$ per day for life/NO MLM/NO HYIP/PROOF EVERY 2 DAYS,Post date,clawslofty,New Post,2,2,1,51,0,Unlimited,1,2.99,0.000284,btc ltc xmr  
183,Aug 05 2019,34769,Fraud,Other,Buy Real Registered IELTSTOEFLCertificatesPassportsDrivers LicenseID CardsVisas etc,Post date,chestore,New Post,2,2,0,279,0,Unlimited,2,50.00,0.004748,btc ltc xmr  
184,Aug 05 2019,37557,Fraud,Other,*Promo*REAL Registrierter Deutscher F&#xFChrerschein + MPU,Post date,mephistosstuff,New Post,2,2,1,81,0,Unlimited,2,2330.43,0.221289,btc  
185,Aug 05 2019,67213,Fraud,Other,HQ - Verifone VX670 Master Skimmer Pos Station + Video Tutorial,Post date,Fraudfox,New Post,2,2,11,229,0,Unlimited,2,554.87,0.052688,btc ltc xmr  
186,Aug 05 2019,67377,Fraud,Other,BANK OF AMERICA SCAM PAGES 2019 + Tutorial Spamming Phishing,Post date,drhack3r,New Post,2,2,1902,203,0,Unlimited,2,22.00,0.002089,btc ltc xmr  
187,Aug 05 2019,67918,Fraud,Other,Amazon.de HTML receipt,Post date,laylow,New Post,2,2,57,49,0,Unlimited,1,1.99,0.000189,btc ltc xmr  
188,Aug 05 2019,68809,Fraud,Other,Bank Cards+ ATM PINs,Post date,ACCTMSTR,New Post,2,2,19,170,0,Unlimited,2,400.00,0.037982,btc  
189,Aug 05 2019,37618,Fraud,Other,VIDEO HOW CONNECT TO REMOTE DESKTOP (RDP) FOR 100%,Post date,wealthly,New Post,2,2,880,45,0,Unlimited,1,5.00,0.000475,btc ltc xmr  
190,Aug 05 2019,38545,Fraud,Other,Non hacked RDP servers - US - Phoenix - AZ,Post date,somecvvvendor,New Post,2,2,18,45,0,Unlimited,2,30.00,0.002849,btc ltc xmr  
191,Aug 05 2019,70344,Fraud,Other,Mailer,Post date,sixandeight,New Post,2,2,2182,89,0,Unlimited,2,8.00,0.000760,btc ltc xmr  
192,Aug 05 2019,71753,Fraud,Other,MASSIVE UK US WORLDWIDE CARDABLE SITES (BONUS),Post date,CashMillionaire,New Post,2,2,40,44,0,Unlimited,1,0.99,0.000094,btc ltc xmr  
193,Aug 05 2019,72320,Fraud,Other,Three (3) &#x2605 UK Sim Swap Method &#x2605 Stackz420,Post date,Stackz420,New Post,2,2,1361,150,0,Unlimited,2,242.20,0.022998,btc  
194,Aug 05 2019,72590,Fraud,Other,BARCLAYS UK SCAM PAGE (BUY 1 GET 1 HALF PRICE),Post date,makekota,New Post,2,2,111,52,0,Unlimited,2,350.00,0.033235,btc ltc xmr  
195,Aug 05 2019,73178,Fraud,Other,TSB BANK UK SCAM PAGE (BUY 1 GET 1 HALF PRICE),Post date,makekota,New Post,2,2,111,124,0,Unlimited,2,350.00,0.033235,btc ltc xmr  
196,Aug 05 2019,87240,Fraud,Other,GROWING MARIJUANA ELITE E-BOOK BEST GROWERS GUIDE 2019,Post date,kingkamari,New Post,2,2,2,3,0,Unlimited,1,1.00,0.000095,btc ltc xmr  
197,Aug 05 2019,87244,Fraud,Other,WIFI HACKER#1 HACK ANY WIFI WITH THIS SOFTWARE THANK ME LATER DARKNET CHEAPEST,Post date,kingkamari,New Post,2,2,2,4,0,Unlimited,1,1.00,0.000095,btc ltc xmr  
198,Aug 05 2019,63513,Fraud,Other,Get Free iPhone XS Max Method * 2019 NEW,Post date,clawslofty,New Post,2,2,1,57,0,Unlimited,1,1.80,0.000171,btc ltc xmr  
199,Aug 05 2019,65740,Fraud,Other,&#x2605All star passport scans US&ampUK&#x2605,Post date,JACKJACK1,New Post,2,2,1593,49,0,Unlimited,2,20.00,0.001899,btc xmr  
200,Aug 05 2019,69620,Fraud,Other,Receipt Creator. Can make any receipt you need for any purchases. (Printed Out Pic),Post date,jericho1,New Post,2,2,117,79,0,Unlimited,2,20.00,0.001899,btc ltc xmr  
201,Aug 05 2019,4447,Fraud,Personal Information & Scans,FULL INFO USA (dobssn) Background info,Post date,cashboy,New Post,2,2,1268,598,0,Unlimited,2,9.99,0.000949,btc  
202,Aug 05 2019,4463,Fraud,Personal Information & Scans, Us company ssn+taxid ,Post date,cashboy,New Post,2,2,1268,647,0,Unlimited,2,19.99,0.001898,btc  
203,Aug 05 2019,4497,Fraud,Personal Information & Scans, Business Checks scan boa wells &amp chase (USA,Post date,cashboy,New Post,2,2,1268,1193,0,Unlimited,2,180.00,0.017092,btc  
204,Aug 05 2019,4500,Fraud,Personal Information & Scans,HQ Business Check Scan offbrands with date (USA),Post date,cashboy,New Post,2,2,1268,640,0,Unlimited,2,200.00,0.018991,btc  
205,Aug 05 2019,4585,Fraud,Personal Information & Scans,Oklahoma DL + SSN scans ,Post date,somecvvvendor,New Post,2,2,18,189,0,Unlimited,2,30.00,0.002849,btc xmr  
206,Aug 05 2019,70988,Fraud,Other,PRIVATE SUPPORT CHANNEL -- For all your questions when you need help or mentoring!,Post date,rango23,New Post,2,2,24,53,0,Unlimited,1,100.00,0.009496,btc xmr  
207,Aug 05 2019,74289,Fraud,Other,LIVINGLARGE - Request Custom Flight Booking,Post date,livinglush,New Post,2,2,4,151,0,Unlimited,2,15.00,0.001424,btc ltc xmr  
208,Aug 05 2019,71760,Fraud,Other,30 BANK SCAM PAGES UPDATED LATEST [INSTANT DELIVERY],Post date,drhack3r,New Post,2,2,1902,175,0,Unlimited,1,19.99,0.001898,btc ltc xmr  
209,Aug 05 2019,73629,Fraud,Other,National Australia Bank Login with Minimum Balance $1.2k (NAB logins + PIN),Post date,drhack3r,New Post,2,2,1902,293,0,Unlimited,2,250.00,0.023739,btc ltc xmr  
210,Aug 05 2019,75853,Fraud,Other,Unlimited Mobile Check Fraud! MAKE OVER $42k VALUE UNSATURATED METHOD - MAKE $18000+ PER WEEK,Post date,immortal,New Post,2,2,576,169,0,Unlimited,2,69.99,0.006646,btc ltc xmr  
211,Aug 05 2019,77524,Fraud,Other,101 Digital Affiliate Hacks eBook PDF,Post date,jimmy2018,New Post,2,2,25,42,0,Unlimited,1,13.32,0.001265,btc ltc xmr  
212,Aug 05 2019,79511,Fraud,Other,Custom Drug Test Report - Show as Negative for all drugs,Post date,AXM1111,New Post,2,2,33,45,0,Unlimited,2,50.00,0.004748,btc ltc xmr  
213,Aug 05 2019,5558,Fraud,Personal Information & Scans,HQ US Fullz - Credit Report with 600+ SSN DOB,Post date,cashboy,New Post,2,2,1268,671,0,Unlimited,2,15.00,0.001424,btc  
214,Aug 05 2019,78839,Fraud,Other,QUICK RELIABLE &amp DISCREET CRYPTO CASH OUT SERVICES!!!! Cash for BTC C4C Cashouts,Post date,plugdoc,New Post,2,2,245,67,0,Unlimited,2,109.00,0.010350,btc  
215,Aug 05 2019,80777,Fraud,Other,ONLINE POKER CC CASHOUT WON&#x2019T GET BURNED - 2019 WORKS ~ AUTO DELIVERY,Post date,RoadTraveler,New Post,2,2,53,37,0,Unlimited,1,499.95,0.047473,btc ltc xmr  
216,Aug 05 2019,9126,Fraud,Personal Information & Scans,HQ US Fullz - Credit Report with 800+ SSN DOB BUY BULK  GET DISCOUNT ,Post date,cashboy,New Post,2,2,1268,925,0,Unlimited,2,5.00,0.000475,btc  
217,Aug 05 2019,81409,Fraud,Other,Store credit profiles (Bestbuy / Macy / Zales / Nordstrom / TheHomeDepot / Kay / VictoriaSecret ++),Post date,Skyscraper,New Post,2,2,130,173,0,Unlimited,2,100.00,0.009496,btc xmr  
218,Aug 05 2019,81521,Fraud,Other,**PROFESSIONAL MONEY LAUNDERY SERVICE- USED BY THE BEST**,Post date,TheQueensHive,New Post,2,2,11,54,0,Unlimited,2,0.50,0.000047,btc xmr  
219,Aug 05 2019,83299,Fraud,Other,OH SNAP MEGA PACK ~ AUTO DELIVERY ~ 19000 Files ~ COMING SOON ~,Post date,RoadTraveler,New Post,2,2,53,26,0,Unlimited,2,99.95,0.009491,btc ltc xmr  
220,Aug 05 2019,10499,Fraud,Personal Information & Scans,HQ Custom FRANCE Passport Scan TOP QUALITY,Post date,drhack3r,New Post,2,2,1902,446,0,Unlimited,2,22.00,0.002089,btc ltc xmr  
221,Aug 05 2019,10501,Fraud,Personal Information & Scans,CUSTOM EU OR USA UTILITY BILL,Post date,drhack3r,New Post,2,2,1902,463,0,Unlimited,2,30.00,0.002849,btc ltc xmr  
222,Aug 05 2019,10503,Fraud,Personal Information & Scans,HIGH QUALITY SWEDEN ID OR PASSPORT CUSTOM SCAN 100%,Post date,drhack3r,New Post,2,2,1902,426,0,Unlimited,2,22.00,0.002089,btc ltc xmr  
223,Aug 05 2019,10507,Fraud,Personal Information & Scans,SSN Search Service,Post date,drhack3r,New Post,2,2,1902,584,0,Unlimited,2,5.99,0.000569,btc ltc xmr  
224,Aug 05 2019,10686,Fraud,Personal Information & Scans,HQ CUSTOM UK PASSPORT SCAN V2 HIGH QUALITY PERFECT JOB,Post date,drhack3r,New Post,2,2,1902,513,0,Unlimited,2,25.00,0.002374,btc ltc xmr  
225,Aug 05 2019,10687,Fraud,Personal Information & Scans,HQ CUSTOM ITALY ITALIAN ID SCAN 100% PERFECT JOB HIGH QUALITY,Post date,drhack3r,New Post,2,2,1902,480,0,Unlimited,2,19.99,0.001898,btc ltc xmr  
226,Aug 05 2019,30777,Fraud,Personal Information & Scans,*PREMIUM USA CREDIT REPORT LOOKING UP*,Post date,Zeuss,New Post,2,2,100,71,0,Unlimited,2,35.00,0.003327,btc xmr  
227,Aug 05 2019,30880,Fraud,Personal Information & Scans,UNITED KINGDOM POSTCODE TARGETTED LEADS,Post date,Stackz420,New Post,2,2,1361,127,0,Unlimited,2,60.55,0.005756,btc ltc xmr  
228,Aug 05 2019,34457,Fraud,Personal Information & Scans,SSN CARD TEMPLATE USA,Post date,wealthly,New Post,2,2,880,36,0,Unlimited,2,9.00,0.000856,btc ltc xmr  
229,Aug 05 2019,35328,Fraud,Personal Information & Scans,*ULTIMATE USA DRIVER LICENSE TEMPLATES*,Post date,Zeuss,New Post,2,2,100,83,0,Unlimited,2,55.00,0.005229,btc xmr  
230,Aug 05 2019,35577,Fraud,Personal Information & Scans,Amex Green Credit/Debit Card front &amp Back PSD Template,Post date,EmpireShop,New Post,2,2,495,37,0,Unlimited,1,8.00,0.000761,btc ltc xmr  
231,Aug 05 2019,35582,Fraud,Personal Information & Scans,Netherland ID PSD and High Quality Scan,Post date,EmpireShop,New Post,2,2,495,40,0,Unlimited,1,18.00,0.001711,btc ltc xmr  
232,Aug 05 2019,20953,Fraud,Personal Information & Scans,New South Wales Photo ID Card HQ Scan,Post date,auspride,New Post,2,2,492,172,0,113,2,13.59,0.001292,btc xmr  
233,Aug 05 2019,35584,Fraud,Personal Information & Scans,New Zeland ID (PSD Template) DL with 13 Layer full Editable,Post date,EmpireShop,New Post,2,2,495,162,0,Unlimited,1,18.00,0.001711,btc ltc xmr  
234,Aug 05 2019,37141,Fraud,Personal Information & Scans,Custom Scan/Photo of Any Country Passport,Post date,EmpireShop,New Post,2,2,495,40,0,120,1,28.00,0.002662,btc ltc xmr  
235,Aug 05 2019,37152,Fraud,Personal Information & Scans,CHINA PASSPORT SCAN+VISA+CARD of the SAME PERSON (MALE) EXP:MAY-2021,Post date,EmpireShop,New Post,2,2,495,55,0,5,1,28.00,0.002662,btc ltc xmr  
236,Aug 05 2019,37204,Fraud,Personal Information & Scans,France National ID PSD (30 layers) and scan with utility bill scan,Post date,EmpireShop,New Post,2,2,495,66,0,Unlimited,1,22.00,0.002091,btc ltc xmr  
237,Aug 05 2019,37312,Fraud,Personal Information & Scans,ANZ Frequent Flayer cc/debit card PSD (Front &ampBack),Post date,EmpireShop,New Post,2,2,495,33,0,Unlimited,1,22.00,0.002091,btc ltc xmr  
238,Aug 05 2019,38402,Fraud,Personal Information & Scans,USA scan driver&aposs license + [fullz] + [credit score 700+],Post date,Hamo,New Post,2,2,1130,141,0,5,2,75.00,0.007130,btc  
239,Aug 05 2019,38835,Fraud,Personal Information & Scans,FULLZ W DL NUMBER,Post date,MGPanabaker,New Post,2,2,5,57,0,Unlimited,2,9.99,0.000950,btc ltc  
240,Aug 05 2019,38837,Fraud,Personal Information & Scans,US FULLZ W MMN INCLUDED,Post date,MGPanabaker,New Post,2,2,5,61,0,Unlimited,2,10.99,0.001045,btc ltc  
241,Aug 05 2019,10689,Fraud,Personal Information & Scans,HQ CUSTOM SWISS PASSPORT SCAN PASS ALL VERIFICATION 100% PERFECT JOB,Post date,drhack3r,New Post,2,2,1902,460,0,Unlimited,2,25.00,0.002374,btc ltc xmr  
242,Aug 05 2019,85707,Fraud,Other,Instagram Followers | 1000 For 7$ | 60 Days Warranty !!!,Post date,ICON,New Post,2,2,1,4,0,Unlimited,2,29.99,0.002848,btc ltc xmr  
243,Aug 05 2019,12220,Fraud,Personal Information & Scans,QUEBEC DL OLD PSD FILES,Post date,makekota,New Post,2,2,111,450,0,Unlimited,2,100.00,0.009496,btc ltc xmr  
244,Aug 05 2019,12222,Fraud,Personal Information & Scans,ONTARIO DL PSD FILES,Post date,makekota,New Post,2,2,111,530,0,Unlimited,2,200.00,0.018991,btc ltc xmr  
245,Aug 05 2019,12223,Fraud,Personal Information & Scans,ALBERTA OLD DL TEMPLATE PSD FILES,Post date,makekota,New Post,2,2,111,484,0,Unlimited,2,150.00,0.014243,btc ltc xmr  
246,Aug 05 2019,12224,Fraud,Personal Information & Scans,BC SERVICE CARD TEMPLATE PSD FILES,Post date,makekota,New Post,2,2,111,441,0,Unlimited,2,150.00,0.014243,btc ltc xmr  
247,Aug 05 2019,12225,Fraud,Personal Information & Scans,SOCIAL CARD TEMPLATE PSD FILES,Post date,makekota,New Post,2,2,111,451,0,Unlimited,2,80.00,0.007596,btc ltc xmr  
248,Aug 05 2019,85708,Fraud,Other,NETFLIX 4K UHD ACCOUNT [LIFETIME]&#x2605Auto Delivery&#x2605,Post date,ICON,New Post,2,2,1,3,0,Unlimited,2,19.99,0.001898,btc ltc xmr  
249,Aug 05 2019,85713,Fraud,Other,200 Amazing Ebook,Post date,ICON,New Post,2,2,1,3,0,Unlimited,1,4.99,0.000474,btc ltc xmr  
250,Aug 05 2019,87263,Fraud,Other,Extractor/Stealer/Crack Pack . This Mega Hack Pack Includes: Remote Administration Tools (RATs) DARK,Post date,kingkamari,New Post,2,2,2,6,0,Unlimited,1,2.00,0.000190,btc ltc xmr  
251,Aug 05 2019,87323,Fraud,Other,HOW TO DO BANK TRANSFERS NOOB SCHOOL EDITION STEP BY STEP!! DARKNET CHEAPEST THANK ME LATER,Post date,kingkamari,New Post,2,2,2,5,0,Unlimited,1,1.00,0.000095,btc ltc xmr  
252,Aug 05 2019,12226,Fraud,Personal Information & Scans,CITIZEN CARD TEMPLATES PSD FILES,Post date,makekota,New Post,2,2,111,504,0,Unlimited,2,150.00,0.014243,btc ltc xmr  
253,Aug 05 2019,12295,Fraud,Personal Information & Scans,PRINTING SERVICES,Post date,makekota,New Post,2,2,111,729,0,Unlimited,2,50.00,0.004748,btc ltc xmr  
254,Aug 05 2019,87355,Fraud,Other,Custom 2018 W-2 Tax Form,Post date,AXM1111,New Post,2,2,33,10,0,Unlimited,2,75.00,0.007122,btc ltc xmr  
255,Aug 05 2019,12613,Fraud,Personal Information & Scans,Custom USA PASSPORT SCAN HIGH QUALITY ,Post date,drhack3r,New Post,2,2,1902,580,0,Unlimited,2,0.99,0.000094,btc ltc xmr  
256,Aug 05 2019,18641,Fraud,Personal Information & Scans,CANADA FULL FROM BRITISH COLUMBIA (NAME/DOB/SIN/PHONE/ADDRESS),Post date,picsou,New Post,2,2,461,176,0,Unlimited,2,0.10,0.000010,btc ltc xmr  
257,Aug 05 2019,19005,Fraud,Personal Information & Scans,Full Info USA (SSN+DOB+DL),Post date,SwagQuality,New Post,2,2,579,158,0,Unlimited,2,9.99,0.000950,btc ltc xmr  
258,Aug 05 2019,25441,Fraud,Personal Information & Scans,Full info only valid info SSN DOB New Mexico state,Post date,SATAII,New Post,2,2,398,71,0,Unlimited,2,4.00,0.000380,btc  
259,Aug 05 2019,25468,Fraud,Personal Information & Scans,TRANSUNION CREDIT REPORT,Post date,SATAII,New Post,2,2,398,104,0,Unlimited,2,50.00,0.004753,btc  
260,Aug 05 2019,25470,Fraud,Personal Information & Scans,EQUIFAX CREDIT REPORT,Post date,SATAII,New Post,2,2,398,122,0,Unlimited,2,50.00,0.004753,btc  
261,Aug 05 2019,25482,Fraud,Personal Information & Scans,Credit Report(CR)+Background (BG)+SSN+Driving License,Post date,SATAII,New Post,2,2,398,170,0,Unlimited,2,75.00,0.007130,btc  
262,Aug 05 2019,25845,Fraud,Personal Information & Scans,Custom order FULL INFO US (DOB SSN DL) Ask  State only,Post date,cashboy,New Post,2,2,1268,90,0,Unlimited,2,7.99,0.000760,btc  
263,Aug 05 2019,26657,Fraud,Personal Information & Scans,DRIVER LICENSE LOOK UP + VEHICLE SEARCH FL or TX,Post date,SATAII,New Post,2,2,398,95,0,Unlimited,2,30.00,0.002852,btc  
264,Aug 05 2019,29570,Fraud,Personal Information & Scans,*PREMIUM AUSTRALIAN SELFIE WITH PASSPORT\DL*,Post date,Zeuss,New Post,2,2,100,133,0,Unlimited,2,50.00,0.004753,btc xmr  
265,Aug 05 2019,29571,Fraud,Personal Information & Scans,*PREMIUM AUSTRALIAN SELFIE WITH PASSPORT\DL AND YOUR DETAILS*,Post date,Zeuss,New Post,2,2,100,87,0,Unlimited,2,150.00,0.014260,btc xmr  
266,Aug 05 2019,20826,Fraud,Personal Information & Scans,Real Australian Birth Certificate Scan,Post date,auspride,New Post,2,2,492,146,0,100,2,20.38,0.001938,btc xmr  
267,Aug 05 2019,29643,Fraud,Personal Information & Scans,*PREMIUM USA SELFIE WITH PASSPORT\DL AND YOUR DETAILS+SECOND DOCUMENT*,Post date,Zeuss,New Post,2,2,100,101,0,Unlimited,2,180.00,0.017112,btc xmr  
268,Aug 05 2019,29655,Fraud,Personal Information & Scans,*PREMIUM USA DL BOTH SIDES WITH YOUR DETAILS*,Post date,Zeuss,New Post,2,2,100,122,0,Unlimited,2,90.00,0.008556,btc xmr  
269,Aug 05 2019,30572,Fraud,Personal Information & Scans,100 Passports scans High Quality fresh &amp virgin,Post date,xfreud,New Post,2,2,8,65,0,400,2,444.20,0.042228,btc  
270,Aug 05 2019,30573,Fraud,Personal Information & Scans,Hacked database db FRENCH 100K entries,Post date,xfreud,New Post,2,2,8,111,0,30,2,444.20,0.042228,btc  
